n,x_star,M_proportional,rho_c_over_rho_avg
0.0,2.4494897427831774,4.898979485566355,0.9999999999999993
1.0,3.1415926535898127,3.1415926535898318,3.2898681336964732
1.5,nan,nan,nan
2.0,4.352874595946116,2.411046012096921,11.402542861951066
3.0,6.896848619376868,2.018235950966247,54.182481107338084
4.0,14.97154634883735,1.7972299144392576,622.4078822506091
5.0,nan,nan,nan
